   8.5589019777E-001,  -1.3794105127E+000,   6.2873594463E+000,   6.1282553338E+000,  -8.9308663085E+000,  -4.0412153676E+000,   2.7016401195E+000,   2.3036273103E+001,   5.6473465080E+001,   1.0326231444E+002,   1.6341273740E+002,   2.3692420012E+002,   3.2379440339E+002,   4.2402025454E+002,   5.3759806677E+002,   6.6452361622E+002
   4.3294686638E-001,   8.2448325865E+000,  -6.5368231945E+000,  -4.9557436071E+000,   3.8662641682E+000,   7.7684095502E+000,   3.3859445431E+001,   1.1219167936E+002,   2.4279080055E+002,   4.2562895633E+002,   6.6069652845E+002,   9.4798402659E+002,   1.2874804466E+003,   1.6791729604E+003,   2.1230468329E+003,   2.6190853934E+003
   1.1782686803E-001,   2.7168815956E-001,   5.7812830433E-001,   3.9227543958E+000,  -2.0951252989E+000,   3.1557700597E+000,   3.5584240386E+002,   1.4138857920E+003,   3.1772442564E+003,   5.6458531172E+003,   8.8196199731E+003,   1.2698425843E+004,   1.7282125276E+004,   2.2570546377E+004,   2.8563490817E+004,   3.5260733848E+004
   5.9444404496E-001,  -9.6371116862E+000,  -3.6861296743E-001,  -5.2471909113E+000,   7.0303710178E+000,  -9.4290407561E+000,   4.3494449843E+000,   4.5859756964E+001,   1.1512149747E+002,   2.1210282122E+002,   3.3679243279E+002,   4.8918352617E+002,   6.6926962121E+002,   8.7704363678E+002,   1.1124976221E+003,   1.3756226627E+003
   9.6421226244E-001,  -7.1705688350E+000,   3.4324041940E+000,  -2.1449975483E+000,   7.8770345636E+000,  -5.4943923838E+000,  -4.3799755554E-001,   1.5420198560E+001,   4.1708187493E+001,   7.8551271016E+001,   1.2593439759E+002,   1.8385024566E+002,   2.5229441931E+002,   3.3126334816E+002,   4.2075356919E+002,   5.2076145449E+002
   5.3731475314E-001,   2.8052170575E+000,  -3.1442195922E+000,   8.3139997534E+000,  -3.1247417256E+000,   1.7583477683E+000,   1.8795735481E+001,   6.9769587726E+001,   1.5458242131E+002,   2.7329745050E+002,   4.2591840002E+002,   6.1244154418E+002,   8.3286056896E+002,   1.0871674917E+003,   1.3753529104E+003,   1.6974060886E+003
   2.3977561230E-001,   5.7113038749E+000,   9.7617520019E+000,  -8.0626673438E+000,   9.6269648522E-001,   7.3079163209E+000,   9.2458535832E+001,   3.4793521454E+002,   7.7374522090E+002,   1.3698602714E+003,   2.1362565125E+003,   3.0729048336E+003,   4.1797699819E+003,   5.4568103940E+003,   6.9039781523E+003,   8.5212189706E+003
   7.1331754103E-001,  -3.8459531032E+000,  -9.9325475283E+000,   1.7322799005E+000,  -6.2105566822E+000,  -1.0447167605E+000,   8.5796383076E+000,   3.7508586913E+001,   8.5623458806E+001,   1.5297876819E+002,   2.3957432358E+002,   3.4540696782E+002,   4.7047268532E+002,   6.1476674858E+002,   7.7828372327E+002,   9.6101746321E+002
   6.2812533230E-001,  -3.6359352246E+000,   1.9991937093E+000,  -9.1679227911E+000,  -4.9336692691E+000,   9.3063480407E+000,   2.1587575688E+001,   5.8687830910E+001,   1.2070895546E+002,   2.0756447771E+002,   3.1923858886E+002,   4.5572386029E+002,   6.1701404068E+002,   8.0310260295E+002,   1.0139823383E+003,   1.2496452165E+003
   2.1094325343E-001,   6.7708161287E+000,  -2.0529972389E+000,   3.3404489979E-001,   9.6908443235E+000,  -3.1087660417E+000,   1.0692972311E+002,   4.3704190109E+002,   9.8721325326E+002,   1.7574241536E+003,   2.7476457722E+003,   3.9578409824E+003,   5.3879644013E+003,   7.0379623961E+003,   8.9077730879E+003,   1.0997326354E+004
   3.3962274557E-001,   4.7144918703E+000,   6.1361592263E+000,  -7.1242185310E-001,  -6.8479184993E+000,  -8.4965807013E+000,   3.3949921542E+001,   1.6129850033E+002,   3.7354202604E+002,   6.7067240412E+002,   1.0526782570E+003,   1.5195451890E+003,   2.0712556658E+003,   2.7077889858E+003,   3.4291212720E+003,   4.2352254694E+003
   8.2288013157E-001,  -5.3493760154E+000,  -6.0434730910E+000,   9.3754922040E+000,   1.6049417108E+000,   4.6937168948E+000,   1.2124808295E+001,   3.4052035872E+001,   7.0244753223E+001,   1.2087132042E+002,   1.8594862960E+002,   2.6547858560E+002,   3.5945965097E+002,   4.6788889514E+002,   5.9076253270E+002,   7.2807610262E+002
   7.3600987671E-001,  -7.8841256909E+000,   7.6574170962E+000,   2.5283342414E+000,   3.2536263578E+000,   2.2989014164E-001,   9.2993670469E+000,   3.6467133770E+001,   8.1662111343E+001,   1.4492889813E+002,   2.2626745051E+002,   3.2567498005E+002,   4.4314779967E+002,   5.7868150986E+002,   7.3227102740E+002,   9.0391059101E+002
   3.1575252283E-001,   2.2491696477E+000,  -7.6423321106E+000,  -6.3486318104E+000,  -8.3231107146E+000,  -6.4174016751E+000,   4.2671597988E+001,   1.8998166095E+002,   4.3552455991E+002,   7.7927651882E+002,   1.2212225747E+003,   1.7613456240E+003,   2.3996252264E+003,   3.1360373672E+003,   3.9705543916E+003,   4.9031449834E+003
   4.6201244332E-001,   9.2361379415E+000,   4.1503349133E+000,   7.1960040368E+000,   5.0892975926E+000,  -1.9677343965E+000,   2.1019890764E+001,   8.9899259857E+001,   2.0460007576E+002,   3.6516278183E+002,   5.7158684291E+002,   8.2386586032E+002,   1.1219908311E+003,   1.4659507656E+003,   1.8557328556E+003,   2.2913225309E+003
   9.4131567823E-001,  -1.1011858843E+000,  -4.2817385495E+000,  -3.5169119574E+000,  -1.5893528238E-001,   5.7794479653E+000,   1.1199782895E+001,   2.7654264854E+001,   5.5258906913E+001,   9.3928814358E+001,   1.4365183715E+002,   2.0442336739E+002,   2.7624016425E+002,   3.5909912714E+002,   4.5299695235E+002,   5.5793001444E+002
   2.8028177293E-001,  -5.6729385629E-001,   4.4165663421E+000,   1.2043859065E+000,   5.7941641659E-001,  -8.8726706617E+000,   5.3458797962E+001,   2.4044517558E+002,   5.5207598545E+002,   9.8834206284E+002,   1.5492273527E+003,   2.2347108957E+003,   3.0447670098E+003,   3.9793653266E+003,   5.0384708010E+003,   6.2220437164E+003
